vehicle_make,vehicle_model,vehicle_body_type,vehicle_year,vehicle_mileage,vehicle_transmission,vehicle_price
Honda,Civic,Sedan,2003,77500,Automatic,79000000
BMW,530i,Sedan,2018,17500,Automatic,788000000
Toyota,Sienta,MPV,2016,72500,Automatic,175000000
Mercedes-Benz,S350 L,Sedan,2009,82500,Automatic,258000000
Toyota,Vellfire,Van Wagon,2015,42500,Automatic,695000000
Jeep,Wrangler,SUV,2014,67500,Automatic,1050000000
Land Rover,Range Rover Evoque,SUV,2012,77500,Automatic,448000000
Ford,Ranger,Pick-up,2010,92500,Manual,118000000
BMW,740Li,Sedan,2016,17500,Automatic,890000000
Mazda,MX-5,Convertible,2012,32500,Automatic,438000000
Isuzu,Elf,Minibus,2014,162500,Manual,139000000
Porsche,Cayman,Coupe,2011,12500,Automatic,1400000000
Jeep,Wrangler,SUV,2014,47500,Automatic,938000000
Chevrolet,Captiva,SUV,2010,192500,Automatic,99000000
Wuling,Almaz,Wagon,2022,7500,Automatic,298000000
Lexus,RX350,SUV,2010,122500,Automatic,295000000
Porsche,Panamera,Hatchback,2013,17500,Automatic,988000000
Lexus,RX270,SUV,2014,67500,Automatic,438000000
Mitsubishi,Colt L300,Pick-up,2012,212500,Manual,95000000
Isuzu,MU-X,SUV,2021,27500,Manual,458000000
Nissan,Navara,Pick-up,2011,167500,Manual,208000000
Porsche,Taycan,Sedan,2021,7500,Automatic,3300000000
Chevrolet,Camaro,Fastback,2013,22500,Automatic,1288000000
Mercedes-Benz,220S,Sedan,1965,152500,Manual,299000000
Suzuki,Katana,Jeep,2004,102500,Manual,199000000
Jeep,Cherokee,Jeep,1996,167500,Automatic,228000000
Honda,CR-Z,Hatchback,2013,52500,Automatic,299000000
Mercedes-Benz,C200,Sedan,2012,32500,Automatic,288000000
Lexus,LX570,SUV,2012,62500,Automatic,1238000000
Lexus,RX200t,SUV,2016,82500,Automatic,825000000
Lexus,RX300,SUV,2018,17500,Automatic,1038000000
Mitsubishi,Pajero Sport,SUV,2011,167500,Automatic,219000000
Suzuki,Jimny,Jeep,1981,37500,Manual,99000000
Suzuki,Carry,Pick-up,2021,37500,Manual,115000000
Mercedes-Benz,E280,Sedan,2008,122500,Automatic,178000000
Mercedes-Benz,E250,Sedan,2010,92500,Automatic,228000000
Mercedes-Benz,E300,Sedan,2010,32500,Automatic,299000000
MINI,Cooper,Hatchback,2014,27500,Automatic,548000000
Mercedes-Benz,GLC250,SUV,2017,42500,Automatic,638000000
Mercedes-Benz,E220,Sedan,1994,72500,Manual,88000000
Mercedes-Benz,200,Sedan,1985,142500,Manual,138000000
Mercedes-Benz,S350 L,Sedan,2011,82500,Automatic,388000000
Mercedes-Benz,S300 L,Sedan,2008,52500,Automatic,288000000
Honda,Brio,Hatchback,2019,52500,Automatic,179000000
Mercedes-Benz,GLC250,SUV,2017,17500,Automatic,699000000
Mercedes-Benz,E300,Sedan,2016,17500,Automatic,735000000
Mercedes-Benz,E230,Sedan,1997,87500,Automatic,89000000
Mercedes-Benz,E350,Coupe,2012,57500,Automatic,599000000
Mercedes-Benz,CLS350,Sedan,2012,47500,Automatic,525000000
Mercedes-Benz,SLK230K,Convertible,2004,52500,Automatic,420000000
BMW,318i,Sedan,1991,122500,Manual,69000000
Mercedes-Benz,200,Sedan,1985,72500,Manual,118000000
Mercedes-Benz,S280,Sedan,2005,77500,Automatic,158000000
Toyota,Innova Venturer,Wagon,2018,62500,Automatic,399000000
Toyota,Land Cruiser,Jeep,1979,152500,Manual,148000000
Mercedes-Benz,S350 L,Sedan,2012,82500,Automatic,488000000
Toyota,Alphard,MPV,2012,77500,Automatic,270000000
Mercedes-Benz,S320,Sedan,2000,87500,Automatic,139000000
BMW,735IL,Sedan,1997,142500,Automatic,118000000
BMW,M2,Coupe,2019,12500,Automatic,1450000000
Toyota,Fortuner,SUV,2014,52500,Automatic,345000000
BMW,740Li,Sedan,2018,32500,Automatic,1088000000
Toyota,Vellfire,Van Wagon,2019,62500,Automatic,958000000
Toyota,Land Cruiser,SUV,2012,112500,Automatic,1288000000
Porsche,Boxster,Convertible,2013,17500,Automatic,1488000000
Toyota,Kijang,MPV,1988,202500,Manual,69000000
Mazda,RX-8,Coupe,2010,67500,Automatic,288000000
Mitsubishi,Triton,Pick-up,2018,27500,Manual,260000000
Wuling,Almaz,Wagon,2021,22500,Automatic,270000000
Wuling,Almaz,Wagon,2020,12500,Automatic,250000000
Wuling,Cortez,Wagon,2019,37500,Automatic,165000000
Toyota,Rush,SUV,2022,40000,Automatic,235000000
Honda,Civic,Sedan,2013,62500,Automatic,195500000
Toyota,Kijang,Pick-up,2001,147500,Manual,50000000
Toyota,Alphard,Van Wagon,2015,92500,Automatic,695000000
Toyota,Calya,MPV,2020,42500,Manual,125000000
Mazda,CX-3,Wagon,2018,7500,Automatic,285000000
Nissan,Serena,MPV,2014,94000,Automatic,170000000
BMW,520i,Sedan,2023,7500,Automatic,1070000000
Daihatsu,Xenia,MPV,2014,80000,Automatic,105000000
Toyota,Alphard,MPV,2014,72500,Automatic,360000000
Toyota,Vios,Sedan,2018,70000,Automatic,182000000
Toyota,Harrier,SUV,2015,71000,Automatic,368000000
Toyota,Land Cruiser,Jeep,1979,252500,Manual,245000000
Toyota,Yaris,Hatchback,2019,49000,Automatic,195000000
Toyota,Vellfire,Van Wagon,2013,102500,Automatic,399000000
Toyota,Land Cruiser,SUV,2013,122500,Automatic,1338000000
Toyota,Kijang,Pick-up,1979,202500,Manual,65000000
Honda,Civic,Hatchback,1984,72500,Manual,68000000
Honda,Brio,Hatchback,2022,6900,Automatic,175000000
Mercedes-Benz,C200,Sedan,1997,102500,Manual,70000000
Suzuki,Jimny,Wagon,2022,2500,Manual,489000000
Daihatsu,Xenia,MPV,2011,87500,Automatic,87000000
Toyota,Voxy,Wagon,2018,67500,Automatic,343000000
Chevrolet,Trax,SUV,2018,77500,Automatic,175000000
Honda,HR-V,SUV,2017,107500,Automatic,215000000
Honda,Brio,Hatchback,2020,27500,Manual,166000000
Honda,CR-V,SUV,2011,137500,Automatic,145000000
Daihatsu,Terios,SUV,2022,32500,Manual,189000000
Toyota,Harrier,SUV,2007,192500,Automatic,145000000
Nissan,Livina X-Gear,SUV,2014,182500,Automatic,88000000
Toyota,Camry,Sedan,2017,77500,Automatic,255000000
BMW,530i,Sedan,2019,12500,Automatic,865000000
Daihatsu,Xenia,MPV,2013,92500,Manual,110000000
Wuling,Confero,Wagon,2022,27500,Manual,108000000
Toyota,Rush,SUV,2019,22500,Automatic,215000000
BMW,X3,SUV,2014,102500,Automatic,395000000
Toyota,Alphard,MPV,2008,122500,Automatic,300000000
Isuzu,Panther,SUV,1995,142500,Manual,53000000
Toyota,Rush,SUV,2021,52500,Automatic,225000000
Toyota,Avanza,MPV,2013,127500,Manual,106000000
Nissan,Juke,SUV,2012,142500,Automatic,133000000
Mitsubishi,Xpander,Wagon,2021,32500,Automatic,265000000
Wuling,Cortez,Wagon,2018,42500,Automatic,150000000
Wuling,Almaz,Wagon,2021,32500,Automatic,235000000
Wuling,Formo,Wagon,2019,52500,Manual,67500000
Mitsubishi,Xpander,Wagon,2018,97500,Automatic,190000000
Toyota,Rush,SUV,2019,32500,Automatic,235000000
Mitsubishi,Xpander,Wagon,2018,47500,Automatic,210000000
Suzuki,Ertiga,MPV,2017,57500,Manual,137000000
Suzuki,SX4,Hatchback,2008,102500,Automatic,83000000
Suzuki,Ertiga,MPV,2017,87500,Manual,150000000
Wuling,Confero,Wagon,2022,92500,Manual,130000000
Toyota,Agya,Hatchback,2016,87500,Manual,100000000
Toyota,Camry,Sedan,2018,47500,Automatic,310000000
Honda,City,Hatchback,2021,17500,Automatic,257000000
Mitsubishi,Outlander Sport,SUV,2014,72500,Automatic,155000000
Daihatsu,Terios,SUV,2012,92500,Manual,125000000
Toyota,Supra,Coupe,2020,2500,Automatic,2425000000
Honda,CR-V,SUV,2011,102500,Automatic,130000000
Mitsubishi,Triton,Pick-up,2017,82500,Manual,298000000
Honda,CR-V,SUV,2017,62500,Automatic,367000000
Honda,Mobilio,MPV,2016,107500,Manual,145000000
Honda,Jazz,Hatchback,2014,117500,Automatic,158000000
Honda,HR-V,SUV,2017,67500,Automatic,275000000
Toyota,Rush,SUV,2013,132500,Automatic,125000000
Mitsubishi,Xpander,Wagon,2018,72500,Automatic,202000000
Honda,Jazz,Hatchback,2016,62500,Automatic,188000000
Toyota,Kijang Innova,MPV,2018,82500,Automatic,225000000
Honda,BR-V,SUV,2016,112500,Automatic,150000000
Toyota,Calya,MPV,2020,47500,Automatic,129000000
Daihatsu,Sigra,MPV,2017,67500,Automatic,110000000
Toyota,Sienta,MPV,2017,82500,Manual,158000000
Honda,Brio,Hatchback,2014,137500,Automatic,110000000
Honda,CR-V,SUV,2008,157500,Automatic,110000000
Toyota,Rush,SUV,2021,7500,Automatic,255000000
Honda,Civic,Sedan,2010,67500,Automatic,200000000
Honda,HR-V,SUV,2016,97500,Automatic,195000000
Honda,BR-V,SUV,2016,92000,Automatic,169000000
Nissan,Navara,Pick-up,2008,370000,Automatic,200000000
Wuling,Cortez,Wagon,2022,17500,Automatic,168000000
Toyota,Raize,Wagon,2021,27500,Automatic,210000000
Toyota,Yaris,Hatchback,2011,162500,Automatic,105000000
Mitsubishi,Pajero Sport,SUV,2018,67500,Automatic,393000000
Honda,HR-V,SUV,2018,107500,Automatic,235000000
Honda,Brio,Hatchback,2018,102500,Automatic,130000000
Honda,CR-V,SUV,2016,67500,Automatic,215000000
Honda,Mobilio,MPV,2018,72500,Automatic,183000000
Toyota,Sienta,MPV,2017,137500,Manual,159000000
Honda,Odyssey,MPV,2019,37500,Automatic,575000000
Honda,Brio,Hatchback,2020,57500,Manual,140000000
Suzuki,Katana,Wagon,2003,7500,Manual,113000000
Mitsubishi,Strada Triton,Pick-up,2014,132500,Manual,140000000
Mitsubishi,Eclipse Cross,Wagon,2020,22500,Automatic,375000000
Mercedes-Benz,E250,Coupe,2011,12500,Automatic,468000000
BMW,318i,Sedan,1990,142500,Manual,120000000
Toyota,Avanza,MPV,2020,92500,Automatic,175000000
Toyota,Calya,MPV,2019,102500,Manual,125000000
Daihatsu,Gran Max,Van,2009,122500,Manual,76000000
Volkswagen,Golf,Hatchback,2014,87500,Automatic,240000000
Toyota,Kijang,MPV,2003,297500,Manual,108000000
Toyota,Limo,Sedan,2014,297500,Manual,100000000
Mercedes-Benz,A45 AMG,Hatchback,2022,2500,Automatic,975000000
Mazda,CX-5,SUV,2019,52500,Automatic,410000000
Wuling,Almaz,Wagon,2021,22500,Automatic,270000000
Wuling,Cortez,Wagon,2018,52500,Manual,127000000
Mitsubishi,Pajero Sport,SUV,2011,142500,Automatic,229000000
Daihatsu,Xenia,MPV,2014,72500,Manual,115000000
Toyota,Rush,SUV,2010,162500,Automatic,111600000
Toyota,Kijang Innova,MPV,2017,122500,Automatic,255000000
Toyota,Kijang Innova,MPV,2016,102500,Automatic,239000000
Toyota,Calya,MPV,2018,102500,Automatic,120000000
Toyota,Kijang Innova,MPV,2020,37500,Manual,380000000
Toyota,Avanza,MPV,2019,42500,Manual,185000000
Nissan,Navara,Pick-up,2008,297500,Automatic,200000000
Toyota,Kijang Innova,MPV,2015,57500,Automatic,210000000
Honda,Freed,MPV,2013,37500,Automatic,172000000
Audi,A4,Sedan,2012,98000,Automatic,210000000
Toyota,Rush,SUV,2011,100000,Manual,119000000
Toyota,Land Cruiser,SUV,2018,17500,Automatic,2250000000
Daihatsu,Ayla,Hatchback,2015,132500,Manual,78000000
BMW,318i,Sedan,2000,212500,Automatic,69000000
Nissan,Grand Livina,MPV,2014,92500,Automatic,118000000
Honda,CR-V,SUV,2009,157500,Automatic,115000000
Toyota,Alphard,Van Wagon,2016,17500,Automatic,845000000
Toyota,Alphard,Van Wagon,2015,17500,Automatic,795000000
Honda,Brio,Hatchback,2014,122500,Automatic,112000000
Daihatsu,Ayla,Hatchback,2019,82500,Manual,145000000
Toyota,Kijang Innova,MPV,2017,162500,Manual,235000000
Toyota,Kijang,MPV,2002,132500,Manual,100000000
Toyota,Corolla,Sedan,1991,72500,Manual,46000000
BMW,528i,Sedan,1997,167500,Automatic,38000000
Toyota,Kijang Innova,MPV,2018,67500,Automatic,325000000
Toyota,Rush,SUV,2007,107500,Manual,117000000
Toyota,Starlet,Hatchback,1992,297500,Manual,37000000
Daihatsu,Gran Max,Pick-up,2015,117500,Manual,70000000
Toyota,Rush,SUV,2020,87500,Manual,230000000
Daihatsu,Terios,SUV,2017,102500,Manual,126000000
Toyota,Camry,Sedan,2009,132500,Automatic,125000000
Daihatsu,Sigra,MPV,2018,32500,Manual,110000000
Toyota,Avanza,MPV,2004,297500,Manual,68500000
Toyota,Agya,Hatchback,2023,2500,Manual,162000000
BMW,218i,SUV,2015,62500,Automatic,327000000
Nissan,X-Trail,Wagon,2015,57500,Automatic,175000000
BMW,320i,Sedan,1995,182500,Manual,60000000
Toyota,Alphard,MPV,2013,47500,Automatic,329000000
Nissan,Elgrand,MPV,2015,77500,Automatic,325000000
Mitsubishi,Pajero Sport,SUV,2021,12500,Automatic,505000000
Hyundai,Santa Fe,SUV,2008,152500,Automatic,79000000
Mazda,6,Sedan,2014,47500,Automatic,219000000
Mitsubishi,Pajero Sport,SUV,2013,162500,Automatic,255000000
Toyota,Land Cruiser,SUV,2023,2500,Automatic,2920000000
Honda,City,Sedan,2008,87500,Automatic,86000000
Toyota,Vios,Sedan,2008,232500,Manual,62000000
Toyota,Avanza,MPV,2019,92500,Manual,144000000
Nissan,Grand Livina,MPV,2015,102500,Automatic,129000000
Toyota,Kijang Innova,MPV,2013,117500,Manual,165000000
Toyota,Yaris,Hatchback,2008,162500,Manual,85000000
Toyota,Vios,Sedan,2008,142500,Manual,85000000
Toyota,Voxy,Van Wagon,2023,12500,Automatic,538000000
Toyota,Kijang,MPV,1993,22500,Manual,40000000
Mitsubishi,Xpander,Wagon,2018,22500,Manual,197500000
Wuling,Almaz,Wagon,2022,12500,Automatic,270000000
Hyundai,Tucson,SUV,2013,87500,Automatic,120000000
Nissan,X-Trail,SUV,2015,122500,Automatic,189000000
Daihatsu,Xenia,MPV,2008,117500,Manual,72000000
Toyota,Fortuner,SUV,2022,32500,Automatic,540000000
Nissan,Grand Livina,MPV,2017,52500,Automatic,138000000
Toyota,Alphard,Van Wagon,2018,12500,Automatic,995000000
Toyota,Fortuner,SUV,2015,72500,Automatic,305000000
Toyota,Starlet,Hatchback,1993,102500,Manual,36000000
Toyota,Rush,SUV,2020,28500,Automatic,225000000
BMW,X1,SUV,2018,47500,Automatic,460000000
Toyota,Alphard,MPV,2011,166975,Automatic,265000000
Toyota,Mark X,Sedan,2012,88000,Automatic,220000000
Honda,CR-V,Wagon,2016,41000,Automatic,250000000
Mercedes-Benz,C200K,Sedan,2008,140000,Automatic,119000000
Honda,HR-V,SUV,2018,43000,Automatic,235000000
Lexus,NX200t,SUV,2016,102500,Automatic,525000000
Mazda,CX-5,SUV,2019,77500,Automatic,385000000
Chevrolet,Captiva,SUV,2015,67500,Automatic,169000000
Nissan,Grand Livina,MPV,2014,92500,Automatic,109000000
Suzuki,Ertiga,MPV,2013,142500,Manual,112000000
Nissan,Terrano,SUV,2003,72500,Manual,118000000
Wuling,EV,Hatchback,2023,2500,Automatic,209000000
Toyota,Alphard,Van Wagon,2007,112500,Automatic,188000000
Toyota,Yaris,Hatchback,2019,62500,Manual,175000000
Honda,CR-V,SUV,2011,122500,Automatic,160000000
BMW,325i,Sedan,2001,267500,Automatic,118000000
Toyota,Harrier,SUV,2011,87500,Automatic,179000000
Toyota,Calya,MPV,2018,47500,Manual,120000000
Toyota,Innova Venturer,Wagon,2018,32500,Automatic,400000000
Toyota,Kijang Innova,MPV,2016,51000,Automatic,265000000
Daihatsu,Gran Max,Van,2008,122500,Manual,65000000
Toyota,Avanza,MPV,2020,17500,Automatic,175000000
Toyota,Kijang,MPV,2002,297500,Manual,60000000
Toyota,Fortuner,SUV,2021,72500,Automatic,475000000
Nissan,Latio,Sedan,2010,197500,Manual,45000000
Toyota,Kijang Innova,MPV,2005,182500,Manual,125000000
Honda,Mobilio,MPV,2018,22500,Automatic,163000000
Toyota,Yaris,Hatchback,2010,162500,Automatic,97500000
Toyota,Calya,MPV,2016,127500,Automatic,107000000
Toyota,Calya,MPV,2016,122500,Automatic,100000000
Toyota,Yaris,Hatchback,2019,17500,Automatic,212000000
Toyota,Fortuner,SUV,2019,102500,Automatic,440000000
Daihatsu,Sirion,Hatchback,2015,62500,Manual,120000000
Mitsubishi,Pajero Sport,SUV,2017,122500,Automatic,370000000
Daihatsu,Terios,SUV,2019,47500,Automatic,200000000
Toyota,Kijang Innova,MPV,2005,102500,Manual,95000000
Toyota,Kijang Innova,MPV,2014,92500,Manual,175000000
Daihatsu,Ayla,Hatchback,2017,47500,Automatic,118500000
Daihatsu,Sigra,MPV,2018,32500,Manual,108000000
Daihatsu,Xenia,MPV,2011,162500,Automatic,83500000
BMW,320i,Sedan,2016,22500,Automatic,385000000
Nissan,March,Hatchback,2014,37500,Manual,89500000
Nissan,X-Trail,SUV,2012,117500,Automatic,135000000
Daihatsu,Sirion,Hatchback,2017,52500,Automatic,126000000
Toyota,Fortuner,SUV,2018,52500,Automatic,415000000
Mazda,CX-8,Wagon,2019,42500,Automatic,450000000
Toyota,Kijang Innova,MPV,2005,112500,Manual,100000000
Toyota,Agya,Hatchback,2015,72500,Automatic,98000000
Honda,City,Sedan,2017,72500,Automatic,200000000
Daihatsu,Xenia,MPV,2013,137500,Manual,95000000
Toyota,Kijang Innova,MPV,2013,157500,Automatic,183000000
Mitsubishi,Xpander,Wagon,2018,97500,Manual,188000000
Toyota,Limo,Sedan,2005,297500,Manual,39500000
Toyota,Rush,SUV,2019,52500,Automatic,220000000
Daihatsu,Ayla,Hatchback,2016,37500,Manual,87000000
Toyota,Kijang,MPV,2001,297500,Manual,67000000
Toyota,Kijang,MPV,1995,42500,Manual,48000000
Toyota,Corolla,Sedan,1999,127500,Automatic,77000000
BMW,330i,Sedan,2020,17500,Automatic,850000000
Toyota,Camry,Sedan,2010,147500,Automatic,128000000
Suzuki,Carry,Pick-up,2022,137500,Manual,38700000
Toyota,Camry,Sedan,2008,132500,Automatic,105000000
Suzuki,Ertiga,MPV,2014,42500,Manual,125500000
Mitsubishi,Lancer,Sedan,2004,107500,Manual,250000000
Mitsubishi,Triton,Pick-up,2018,92500,Manual,239000000
Toyota,Fortuner,SUV,2022,67500,Automatic,500000000
Suzuki,Katana,Jeep,2004,32500,Manual,100000000
Daihatsu,Gran Max,Pick-up,2012,197500,Manual,59500000
Mercedes-Benz,E260,Sedan,2006,87500,Automatic,129000000
Toyota,Alphard,MPV,2012,92500,Automatic,310000000
Toyota,Corolla Altis,Sedan,2017,37500,Automatic,220000000
Honda,HR-V,SUV,2016,42500,Automatic,199000000
BMW,740Li,Sedan,2017,7000,Automatic,995000000
Lexus,LM350,Van Wagon,2022,3500,Automatic,2567000000
BMW,X7,Wagon,2020,3500,Automatic,2165000000
Lexus,LX600,Wagon,2022,2500,Automatic,4975000000
BMW,530i,Sedan,2018,6900,Automatic,1590000000
Toyota,Alphard,Van Wagon,2018,12500,Automatic,995000000
Toyota,Alphard,Van Wagon,2016,17500,Automatic,845000000
Mercedes-Benz,GLS450,Wagon,2022,2500,Automatic,2950000000
Honda,Brio,Hatchback,2021,17500,Automatic,195000000
Suzuki,Katana,Jeep,1984,212500,Manual,55000000
Toyota,Kijang,MPV,1997,297500,Automatic,80000000
Chevrolet,Spin,SUV,2015,132500,Automatic,105000000
Wuling,Cortez,Wagon,2018,12500,Automatic,143000000
Toyota,Corolla Altis,Sedan,2012,147500,Automatic,115000000
Toyota,Yaris,Hatchback,2020,46000,Automatic,225000000
Suzuki,Jimny,Jeep,1984,297500,Manual,60000000
Honda,CR-V,SUV,2012,92500,Automatic,173000000
Toyota,Camry,Sedan,2013,97500,Automatic,185000000
Ford,Mustang,Fastback,2017,7500,Automatic,1700000000
BMW,X1,SUV,2015,30000,Automatic,345000000
Land Rover,Range Rover Velar,Wagon,2017,23000,Automatic,1750000000
Mercedes-Benz,G350,Wagon,2020,2500,Automatic,5150000000
Toyota,Land Cruiser Prado,SUV,2014,52500,Automatic,700000000
Mercedes-Benz,GLA200,SUV,2015,37500,Automatic,370000000
Toyota,Land Cruiser,SUV,2020,23000,Automatic,2690000000
Mitsubishi,Xpander,Wagon,2017,24000,Automatic,205000000
Toyota,Raize,Wagon,2021,22000,Automatic,225000000
Honda,CR-V,SUV,2011,102500,Automatic,138000000
Honda,CR-V,SUV,2015,97500,Automatic,218000000
Lexus,LX570,SUV,2015,101000,Automatic,1320000000
Honda,Mobilio,MPV,2014,77500,Automatic,144000000
Toyota,Alphard,MPV,2009,77500,Automatic,235000000
Toyota,Kijang Innova,MPV,2008,122500,Automatic,109000000
Toyota,Alphard,Van Wagon,2015,17500,Automatic,795000000
Daihatsu,Terios,SUV,2019,14000,Manual,208000000
Toyota,Kijang Innova,MPV,2017,98000,Automatic,278000000
Toyota,Harrier,SUV,2015,72000,Automatic,515000000
BMW,325i,Convertible,1986,7500,Automatic,1300000000
Toyota,Yaris,Hatchback,2012,132500,Automatic,132000000
Nissan,March,Hatchback,2010,122500,Automatic,72500000
Toyota,Kijang,MPV,1995,97500,Manual,28000000
BMW,325i,Sedan,2001,127500,Automatic,115000000
Mercedes-Benz,G300,Jeep,1993,122500,Automatic,790000000
Mercedes-Benz,CLA200,Coupe,2014,72500,Automatic,362000000
Mercedes-Benz,300E,Sedan,1990,142500,Manual,55000000
Mercedes-Benz,230E,Sedan,1993,67500,Manual,130000000
Suzuki,Ertiga,MPV,2014,82500,Manual,118500000
Honda,Brio,Hatchback,2021,17500,Automatic,182000000
Honda,Mobilio,MPV,2014,97500,Automatic,130000000
Toyota,Fortuner,SUV,2011,122500,Automatic,235000000
Daihatsu,Sigra,MPV,2022,2500,Automatic,145000000
Toyota,Rush,SUV,2012,197500,Automatic,120000000
Suzuki,Grand Vitara,SUV,2012,112500,Automatic,117000000
Honda,CR-V,Wagon,2016,57500,Automatic,230000000
Mitsubishi,Xpander,Wagon,2019,37500,Manual,183000000
Mitsubishi,Pajero Sport,SUV,2018,17500,Automatic,455000000
Honda,HR-V,SUV,2016,162500,Automatic,190000000
Toyota,Kijang Innova,MPV,2016,162500,Manual,320000000
Toyota,Land Cruiser,SUV,2019,22500,Automatic,2290000000
Toyota,Land Cruiser Prado,SUV,2019,17500,Automatic,1380000000
Lexus,LX570,SUV,2019,7500,Automatic,3200000000
Honda,Accord,Sedan,2012,142500,Automatic,160000000
BMW,325i,Sedan,2011,77500,Automatic,210000000
Mercedes-Benz,300CE,Coupe,1991,52500,Automatic,375000000
Wuling,Confero,Wagon,2017,142500,Manual,94000000
Toyota,Sienta,MPV,2018,87500,Automatic,178500000
Toyota,Rush,SUV,2018,52500,Automatic,193500000
Toyota,Kijang Innova,MPV,2019,42500,Automatic,308000000
Toyota,Agya,Hatchback,2017,32500,Automatic,114000000
Toyota,Agya,Hatchback,2019,47500,Automatic,118000000
Toyota,Avanza,MPV,2013,72500,Manual,98000000
Suzuki,XL7,Wagon,2022,27500,Manual,174500000
Suzuki,XL7,Wagon,2022,22500,Manual,187500000
Mitsubishi,Lancer,Sedan,2012,162500,Automatic,95000000
Wuling,Almaz,Wagon,2019,17500,Automatic,205000000
Wuling,Almaz,Wagon,2021,32500,Automatic,250000000
Wuling,Almaz,Wagon,2021,22500,Automatic,275000000
Wuling,Cortez,Wagon,2019,17500,Automatic,170000000
Wuling,Confero,Wagon,2022,22500,Manual,140000000
Wuling,Cortez,Wagon,2021,22500,Automatic,215000000
Honda,CR-V,SUV,2017,72500,Automatic,379000000
Wuling,Almaz,Wagon,2022,37500,Automatic,253000000
Suzuki,Ertiga,MPV,2017,72500,Automatic,147000000
Daihatsu,Terios,SUV,2021,32500,Manual,195000000
BMW,318i,Sedan,2002,167500,Automatic,65000000
Toyota,Calya,MPV,2023,2500,Automatic,171000000
Chevrolet,Blazer,SUV,2002,187500,Manual,55000000
Honda,Mobilio,MPV,2016,65123,Manual,150000000
Honda,City,Sedan,2004,127500,Automatic,53500000
Toyota,Kijang,MPV,1996,197500,Manual,29500000
